33717;1;30;1;;4;20181221;63;;;19941125;9430800;9493600,95;RUA;CHICO BUQUIRA;876;;RESID GALO BRANCO;12247550;SP;7099;12;97633382;;;;;
38422;1;56;1;SALAO MINISTER;8;19780502;1;;;19670113;8888888;;;QNE  25 LOTE;20;LOJA 02;TAGUATINGA;71920540;DF;9701;;;;;;;
47217;1;57;1;;4;20180828;63;;;19820311;4299599;4399199;RUA;603;485;;VL S JOSE;74440480;GO;9373;;;;;;;
56054;1;79;1;DOCE VIDA SALGADA;4;20181018;63;;;19940428;5611203;;AVENIDA;BEIRA RIO;S/N;;JARDIM EUROPA;78070200;MT;9067;;;;;;;
58665;1;56;1;JOALHERIA SAO VICENTE;8;20050713;1;;;19940504;4774100;;RUA;ESTEFANO JOSE VANOLLI;803;;SAO VICENTE;88309100;SC;8161;;;;;;;
63087;1;46;1;AMS TRANSPORTES;2;20051103;0;;;19940506;4921301;;RUA;SAUL ROSA;47;;ALTO DA ALIANCA;48909335;BA;3669;74;88170403;;;;;ADAILTON.MS@HOTMAIL.COM
63106;1;34;1;;8;20081231;71;;;19940506;8130300;;TREVO;4 DO MANGALO;1185;;MANGALO;48005135;BA;3313;;;;;;;
65867;1;25;1;;4;20201029;63;;;19940511;4712100;4721102,109;RUA;POLITEAMA DE BAIXO;19;;POLITEAMA;40080166;BA;3849;71;33391500;;;;;brasconte@brasconte.com.br
68202;1;75;1;BAKALANA PERFUMARIA;4;20181011;63;;;19940513;4771701;;RUA;AMARO RANGEL;18;LOJA 03;JACAREZINHO;20970000;RJ;6001;;;;;;;
72578;1;53;1;ARMAZEM SOUZA;8;20020424;54;;;19940523;4712100;;RUA;CONCEICAO;319;;CENTRO;76170000;GO;9225;;;;;;;
73091;1;95;1;;2;20051103;0;;;19940523;8592999;;RUA;CURITIBA;594;;BOA VISTA;93410380;RS;8771;;;;;;;
74058;1;80;1;SILVALIN;8;20081231;71;;;19940524;4330402;;RUA;286;48;;MEIA PRAIA;88220000;SC;8163;;;;;;;
74166;1;52;1;;8;20081231;71;;;19940524;4712100;;RUA;LEANDRO MARTINS;S/N;;VENANCIOS I;63700001;CE;1383;;;;;;;
78440;1;61;1;;8;20161229;1;;;19940530;4713004;;RUA;ADELMAR DE CASTRO;42;;C DOS FUNCIONARIOS;60822420;CE;1389;;;;;;;
80006;1;16;1;;8;20081231;71;;;19940527;4781400;;RUA;SANTA CLARA;70;SALA 305;COPACABANA;22031130;RJ;6001;;;;;;;
85100;1;68;1;LANTERNAGEM SANDAL;8;20081231;71;;;19820604;8888888;;AVENIDA;HUMBERTO MENDONCA;316;;CENTRO;76190000;GO;9511;;;;;;;
87120;1;78;1;PALOMA VARIEDADES;8;20090116;54;;;19940610;4781400;;RUA;CASTRO ALVES;1178;;CENTRO;64800002;PI;1077;89;35214383;;;;;
90461;1;0;1;;8;20081231;71;;;19940607;9521500;;AVENIDA;18 DO FORTE;786;CASA 9;CENTRO;24460000;RJ;5897;;;;;;;
90550;1;49;1;MERCADO TRES IRMAOS;4;20181024;63;;;19940613;4712100;4721102;AVENIDA;JOAQUIM DA COSTA LIMA;3952;LOJA;SANTA MARIA;26165345;RJ;2909;21;26678952;21;78341139;21;26682012;MAJILCONTABIL@YAHOO.COM.BR
92080;1;52;1;;8;20081231;71;;;19820623;8888888;;RUA;77;121;;N SR MAE DE DEUS;75710680;GO;9301;;;;;;;
94695;1;18;1;;8;20150209;73;;;19940614;9521500;;RUA;CALIXTO F DAS NEVES;797;C 03;BARRA DE MACAE;27973240;RJ;5847;;;;;;;
96488;1;0;1;MADEIREIRA VIRANO;8;19940620;1;;;19940620;1610203;;RODOVIA;MT 242 KM 80;S/N;CHACARA N/39;NOVA UBIRATAN;78890000;MT;9907;;;;;;;
96853;1;79;1;;8;20160923;1;;;19940623;8299799;6399200,7410299,7490105,7490199,8219999,8299703,8299707;RUA;GENARO CARVALHO;10;;MARANHAO NOVO;65099110;MA;921;;;;;;;
97004;1;30;1;;8;20081231;71;;;19940615;8030700;;LARGO;DO PAISSANDO;51;S/609;CENTRO;1034010;SP;7107;;;;;;;
100170;1;48;1;CAPITAL FRIOS E SABORES LTDA;4;20201022;63;;;19940628;4691500;4639701,4721103,4729699;RUA;E;S/N;QUADRA 03;DESPRAIADO;78048000;MT;9067;65;84061982;65;36857255;65;36857255;jproenca@hotmail.com
102798;1;82;1;AGROPECUARIA RIO PRETO;8;19930623;1;;;19820721;8888888;;ESTRADA;MUNIC PARAUNA R VERDE;S/N;KM 06;ZONA RURAL;75980000;GO;9523;;;;;;;
109172;1;6;1;;8;20171010;1;;;19940708;5920100;7739099,8230001,8592903,8592999,9001901,9001902,9001903,9001906,9001999,9002702,9002701;AVENIDA;ALVARES CABRAL;1030;SALA 702  7 ANDAR;LOURDES;30170001;MG;4123;31;2918302;;;;;
110904;1;70;1;;4;20181026;63;;;19940712;4712100;;RUA;CONEGO DE CASTRO;1621;;VILA PERY;60730000;CE;1389;;;;;;;
111515;1;69;1;;2;20040117;0;;;19940711;4712100;;RUA;REPUBLICA DA COLOMBIA;250;;RONDA;84051490;PR;7777;42;2232994;;;;;
114206;1;42;1;;8;20081231;71;;;19940715;4754701;;AVENIDA;RAJA GABAGLIA;1784;A;CIDADE JARDIM;30380403;MG;4123;;;;;;;
114503;1;98;1;BELO-PE REPRESENTACOES;4;20201022;63;;;19940718;4616800;;AVENIDA;CENTRAL;S/N;;CENTRO;79460000;MS;9061;;;;;;;
115528;1;6;1;;8;19950731;1;;;19940719;322101;321301;RUA;COM VICENTE GAGLIANO;92;;CENTRO;11410200;SP;6475;;;;;;;
117500;1;8;1;;8;20081231;71;;;19940721;4781400;;AVENIDA;SAO FRANCISCO;357;;CENTRO;56180000;PE;2359;;;;;;;
117987;1;29;1;;4;20180928;63;;;19940720;6810202;;RUA;SETE DE SETEMBRO;760;2 ANDAR C 2;CENTRO;90010190;RS;8801;;;;;;;
118989;1;32;1;;2;20051103;0;;;19940722;9420100;;RUA;RUA OVIDIO CUSTODIO MOREIRA;888;;CENTRO;15460000;SP;6497;17;32822716;;;;;sindicatoicem@yahoo.com.br
126365;1;67;1;NUNEDIESEL;2;20030215;0;;;19940622;4530703;4530705,4661300,4732600;AVENIDA;BRASILIA;1624;;FORMOSINHA;73813010;GO;9361;;;;;;;
126373;1;3;1;SOFT LINE CONFECCOES;8;20081231;71;;;19940722;1412601;1412603;AVENIDA;VEREADOR GERMINO ALVES;607;;LESTE VILA NOVA;74180030;GO;9373;;;;;;;
130544;1;78;1;CARTORIO MAIS;2;20051103;0;;;19940802;8219999;8299799;AVENIDA;DANIEL DE LA TOUCHE;4;"LOJA: 12;";COHAMA;65074115;MA;921;99;88924592;;;;;
132318;1;26;1;D LANCA DISTRIBUIDORA;8;20150209;73;;;19940804;4781400;;RUA;201 SO QD 4A;29 B;RESIDENCIAL NESP;CIDADE OPERARIA;65099110;MA;921;;;;;;;
135000;1;7;1;GABRIEL ART & DESIGN;8;20081231;71;;;19940805;7490101;;RODOVIA;SEBASTIAO T SANTOS;S/N;BLOCO 10 APTO 107;MINA DO MATO;88810300;SC;8089;;;;;;;
136625;1;85;1;;8;20081231;71;;;19940808;4619200;;PRACA;RUI BARBOSA;220;SALA 96;CENTRO;90030100;RS;8801;;;;;;;
137377;1;97;1;NOVA IMAGEM CENTRO DE BELEZA;8;20081231;71;;;19940808;9602501;;RUA;JOSE DUTRA;2;CEN COM TRINDADE;TRINDADE;88036210;SC;8105;;;;;;;
139335;1;95;1;;8;20081231;71;;;19940809;4789007;;TRAVESSA;YBOTI;30;SALA 301;CENTRO;26255170;RJ;5869;;;;;;;
139469;1;6;1;MERCEARIA DOS AMIGOS;8;20081231;71;;;19821123;4711301;;RUA;ANTONIO LISBOA DA CRUZ;441;;CENTRO;77405100;TO;9385;;;;;;;
140021;1;2;1;OPTATIVA;8;19971231;1;;;19940725;4789007;;RUA;CASTRO ALVES;391;CJ 179;VILA AUREA;8554440;SP;6897;;;;;;;
141422;1;87;1;;4;20181011;63;;;19940809;4712100;4721103,4721104,4722901,4723700,4724500;RUA;MANOEL GOMES FERREIRA;29;LOJA  A;CURICICA;22713555;RJ;6001;21;25708056;21;25708056;21;25708056;
145123;1;10;1;SACOLAO DOURADO;4;20181212;63;;;19940812;4711302;;AVENIDA;B;775;;FLAMBOYANT;77650000;TO;9461;;;;;;;
146224;1;6;1;CAMISETAS AVENCOL;8;20081231;71;;;19940812;4781400;;RUA;RIO VERDE;1293;;CAMPINAS;74525060;GO;9373;;;;;;;
147891;1;3;1;SUPER LEBLON;8;19980625;1;;;19940718;9609202;;RUA;ALMEIDA GODINHO;26;APT 506;LAGOA;22471140;RJ;6001;;;;;;;
150087;1;83;1;BAR E CANCHA CACHOEIRA;8;20091001;1;;;19940818;4721104;;RUA;PROFESSOR MAYA;S/N;;LOMBA;88870000;SC;8229;;;;;;;
150174;1;30;1;;2;20051103;0;;;19940816;4299599;4399199;RUA;PHILOMENO COELHO;310;APT. 101;SANTA RITA;26050020;RJ;5869;;;;;;;
150843;1;74;1;ACOPPATE;8;20081231;71;;;19940817;8711502;;CONJUNTO;PROMORAR;A;QD 91 LOTE 1 CASA A;PROMORAR;64027040;PI;1219;;;;;;;
154452;1;28;1;PASSARTE VIAGENS;4;20181226;63;;;19940808;7911200;7912100,799;RUA;LUIZ GAMA;1714;;JARDIM ARIANO;16400080;SP;6643;14;5225344;;;14;5231151;passarte@linsnet.br
157793;1;57;1;;4;20180906;63;;;19940817;7020400;8550301,855;AVENIDA;HENRIQUE VALADARES;23;SALA 304 PARTE;CENTRO;20231030;RJ;6001;;;;;;;
162203;1;84;1;ASSOCIACAO SAO FRANCISCO;8;20081231;71;;;19940825;8711502;;;POV  SAO BENEDITO DO VALE;S/N;;ZONA RURAL;65708000;MA;805;;;;;;;
163934;1;44;1;JO UTILIDADES;8;20030319;54;;;19940808;5611201;;AVENIDA;JAPAO;2340;;ALTO IPIRANGA;8730010;SP;6713;;;;;;;
163988;1;0;1;COSMOS TELECOMUNICACOES;8;20081231;71;;;19940823;4789007;;AVENIDA;GETULIO VARGAS;1568;;CENTRO;65903280;MA;803;;;;;;;
167071;1;83;1;;8;20081231;71;;;19940824;5611201;;RUA;MANOEL A.PINTO;3757;;VL ANDRADE;5663000;SP;7107;;;;;;;
167919;1;74;1;CONSTRUTORA ECS SERVICOS;2;20061130;0;;;19940826;4313400;3311200,3314707,3314710,3314714,4120400,4222701,4292801,4292802,4311801,4311802,4312600,4322302,4322303,4329103,4399104,4923002,7732201,8011101,8111700,8129000,8130300,8599604;RUA;PADRE NESTOR SAMPAIO;140;;LUZIA;49045015;SE;3105;79;99795236;;;;;EDESIOLOM@HOTMAIL.COM
168802;1;5;1;;4;20190129;63;;;19940829;4712100;;PRACA;DA BANDEIRA;318;;CENTRO;64825000;PI;1133;;;;;;;
170948;1;95;1;;8;20080912;1;;;19940830;4781400;;ALAMEDA;ARISTILIANO RAMOS;789;1 ANDAR;CENTRO;89160001;SC;8291;;;;;;;
173914;1;54;1;BAR E MERCEARIA PRIMAVERA;8;20020927;54;;;19830429;4723700;;AVENIDA;MARECHAL RONDON;S/N;;CENTRO;78250000;MT;8999;;;;;;;
179217;1;0;1;;8;20081231;71;;;19940831;1610203;;RODOVIA;BR 001;S/N;KM 21;OROJO;45445000;BA;3415;;;;;;;
181399;1;54;1;CAETANO REPRESENTACOES;8;20081231;71;;;19940831;8130300;;AVENIDA;NERO MACEDO;S/N;QD 50 A AP 103C;CIDADE JARDIM;74423250;GO;9373;;;;;;;
181700;1;20;1;;8;20081231;71;;;19940902;9529102;;AVENIDA;PETROBRAS;1205;;CENTRO;45652155;BA;3573;;;;;;;
181952;1;59;1;;8;19911219;1;;;19911219;6462000;;FAZENDA;ROD RIB PRETO ARARAQUAR;S/N;KM 14,5 FZ CRUZEIRO;ZONA RURAL;14098060;SP;6969;;;;;;;
183955;1;21;1;GAMM EMPREENDIMENTOS;2;20051103;0;;;19940908;6810201;4110700,4120400,6810203,6821801,6821802;AVENIDA;PETROLINA;346;SALA  01;SAGRADA FAMILIA;31030370;MG;4123;31;34815576;;;31;34815576;MINADAGUABRASIL@GMAIL.COM
185705;1;20;1;IN FOCO;2;20051103;0;;;19940831;7810800;;AVENIDA;SENADOR VERGUEIRO;2123;SALA  204;CENTRO;9750000;SP;7075;11;32667146;;;11;55066910;FISCAL@AQUINOZANOLLI.COM.BR
186519;1;6;1;LO CARROS;8;19950630;1;;;19940909;7711000;;RUA;NUNES MACHADO;312;;CENTRO;55002091;PE;2381;;;;;;;
188614;1;49;1;;2;20081020;0;;;19940912;8112500;;RUA;BELEM;281;;CABRAL;80035170;PR;7535;;;;;;;
188873;1;70;1;;4;20180913;63;;;19940909;122900;141501,0142;AVENIDA;GETULIO VARGAS;S/N;;ASSIS BRASIL;98700000;RS;8705;;;;;;;
192082;1;13;1;MERCEARIA ALBUQUERQUE;8;19961220;1;;;19940914;4712100;;RUA;107;224;Q 13 TUPA MIRIM II;ITAPERY;60744450;CE;1389;;;;;;;
192545;1;47;1;;8;20081231;71;;;19940914;1622601;;RUA;ANTONIO F DA SILVA;S/N;;BAIRRO BRASILIA;45940000;BA;3557;;;;;;;
192952;1;54;1;;2;20051103;0;;;19940914;6204000;4751201,6202300,7490104;RUA;CEL PEDRO PAULO PENIDO;174;SALAS 410 E 411;CIDADE NOVA;31170330;MG;4123;;;;;;;
195291;1;10;1;V L BEZERRA;8;20081231;71;;;19940916;4789007;;RUA;NOVA 02 PARQUE ZUYTO;2:00 AM;;ESTRADA DE RIBAMAR;65110000;MA;889;;;;;;;
195901;1;86;1;;8;20081231;71;;;19940826;4781400;;AVENIDA;INTERLAGOS;871;;SANTO AMARO;4661100;SP;7107;;;;;;;
196290;1;90;1;PRODUCAO E COMERCIO DE CARVAO ROSSI;2;20010624;0;;;19940919;2029100;1932200;ESTRADA;GERAL;S/N;;BRACO DIREITO;89128000;SC;8197;;;;;;;
197588;1;15;1;MERCEARIA CAROL;2;20051103;0;;;19940919;4712100;;RODOVIA;BR 470;S/N;KM 234;MONTE ALEGRE;89533000;SC;5573;;;;;;;
197953;1;91;1;D'KINGS DOCES;4;20181227;63;;;19940906;4637101;;RUA;PRES GETULIO VARGAS;1030;;VL NOVA;11900000;SP;6953;;;;;;;
202251;1;59;1;;8;20081231;71;;;19940922;1531901;1540800;RUA;MANOEL BORBA;217;;CENTRO;55016080;PE;2381;;;;;;;
203592;1;49;1;;8;20100826;1;;;19940916;4744099;;RUA;F;127;;SERRARIA;91770270;RS;8801;;;;;;;
205541;1;56;1;;8;19980531;1;;;19940923;4713004;;RUA;7 DE ABRIL;11;;IROUPAVA NORTE;89053260;SC;8047;;;;;;;
210736;1;94;1;OFICINA MECANICA SAO CRISTOVAM;8;20081231;71;;;19940829;4530701;;RUA;BENEDITO SAMPAIO;457;;CENTRO;15170000;SP;7169;;;;;;;
210765;1;56;1;;8;19970207;1;;;19831128;9529102;;AVENIDA;MARCELINO PIRES;2052;FUNDOS;CENTRO;79800004;MS;9073;;;;;;;
213630;1;44;1;INOVAR;8;19951002;1;;;19940928;8888888;;AVENIDA;SOUZA FILHO;553;1 A S 202 G I C;CENTRO;56304001;PE;2521;;;;;;;
216619;1;38;1;;3;20091126;21;;;19940929;4711301;;PRACA;GEN RAIMUNDO BARBOSA;326;CASA;CENTRO;43850000;BA;3889;;;;;;;
216627;1;84;1;LUJZ &VB ARTE COMUNICACAO INTERATIVA;4;20181025;63;;;19940929;6311900;;AVENIDA;LUIS VIANA FILHO;S/N;A L DO P EXPOSICOES;ITAPOAN;40301155;BA;3849;;;;;;;
216941;1;67;1;BAILAO ASA BRANCA;8;20081231;71;;;19940923;9001904;;AVENIDA;AMERICA;72;;JARDIM AMERICA;29140050;ES;5625;;;;;;;
221743;1;91;1;;2;20051103;0;;;19930301;8112500;;ALAMEDA;RIO BRANCO;238;;CENTRO;89010300;SC;8047;;;;;;;
223475;1;47;1;BEJUMAR BEBIDAS;8;20081231;71;;;19941004;4635401;;RUA;NOLAR KRUEL;158;FUNDOS;CENTRO;98780001;RS;8847;;;;;;;
225262;1;54;1;;4;20210406;63;;;19940926;5611203;;PRACA;SAMUEL SABATINI;200;LOJA 127;CENTRO;9750700;SP;7075;11;41772102;;;;;MC@MCCONTABILIDADES.COM.BR
225877;1;80;1;FRIOS REAL;8;20081231;71;;;19940926;4712100;;AVENIDA;AFONSO VERGUEIRO;3351;;VILA COSTA DIAS;18040000;SP;7145;;;;;;;
228653;1;22;1;;8;19950531;1;;;19940928;5611203;;AVENIDA;BRASILIA;2212;SALA 10;JD NOVA IORQUE;16015460;SP;6155;;;;;;;
229071;1;60;1;;2;20051103;0;;;19940929;4711302;;RUA;JONAS ALVES MORAES;422;;CENTRO;13710000;SP;7167;;;;;;;
232473;1;14;1;;8;20020108;1;;;19940930;4761001;;RUA;SERRA DE BRAGANCA;336;LJ 20;TATUAPE;3318000;SP;7107;;;;;;;
232643;1;60;1;;8;20081231;71;;;19941007;4729601;;RUA;DOIS CORREGOS;286;;MOOCA;3181020;SP;7107;;;;;;;
237504;1;20;1;PLAYARTE LOCADORA;8;20000920;1;;;19941010;7729201;;RUA;CASTRO ALVES;1411;LOJA 23;CENTRO;44001592;BA;3515;;;;;;;
241012;1;8;1;DEPOSITO ANDULI;8;20150209;73;;;19941010;4744005;;ESTRADA;DE POA;298;;VL SAO GERALDO;8460000;SP;7107;;;;;;;
243191;1;12;1;TOM COMERCIO DE ARTIGOS PARA VIDEO LOCADORA;8;20081231;71;;;19941011;4774100;;RUA;RAIMUNDA F DE MELO;89;;PQ STO ANTONIO;5850270;SP;7107;;;;;;;
244629;1;87;1;PAPELANDIA RECANTO;8;20080603;1;;;19941011;4761003;;PRACA;RUI BARBOSA;132;;CENTRO;13840029;SP;6715;;;;;;;
246758;3;76;2;;8;20081231;71;;;19950728;1412601;1412603;AVENIDA;AUTOMOVEL CLUB;126;LOJA 703;DEL CASTILHO;20771000;RJ;6001;;;;;;;
246758;2;95;2;;8;20081231;71;;;19950728;4781400;;RUA;GENERAL SEVERIANO;7;V.BRAS 72 LOJA 206;BOTAFOGO;22280040;RJ;6001;;;;;;;
246758;1;4;1;;8;20081231;71;;;19941017;4781400;;RUA;FRANCISCO EUGENIO;194;SALAO 601 COB C 01;SAO CRISTOVAO;20941120;RJ;6001;;;;;;;
247014;1;4;1;;2;20051103;0;;;19941013;4633801;;RUA;THOMAZ TUDI;121;;AREA INDUSTRIAL V;15910000;SP;6727;16;32423701;16;32422128;;;oma@oma.speedycorp.com.br
247014;2;95;2;;2;20040710;0;;;20020620;4633801;;PARQUE;D. PEDRO II;54;;CENTRO;1022050;SP;7107;;;;;;;
266617;1;53;1;J R TINTAS;2;20040619;0;;;19941024;4741500;4742300,4744001,4744003;AVENIDA;PRESIDENTE COSTA SILVA;1839;;CENTRO;26553295;RJ;1116;21;78393826;21;26682012;21;26682012;MAJILCONTABIL@YAHOO.COM.BR
266617;2;34;2;J.R. TINTAS ME;8;20100329;1;;;20050428;4741500;;AVENIDA;PRESIDENTE COSTA SILVA;1839;;CENTRO;26553295;RJ;1116;;;;;;;
269460;1;10;1;;8;20110309;1;;;19941027;5812301;5813100,632;RUA;LUIZ MARTINS;88;;CENTRO;88375000;SC;8221;47;3190307;;;;;
270981;1;97;1;;4;20190116;63;;;19941031;4771701;;RUA;ZEFERINO DE PAULA;S/N;;CENTRO;58400002;PB;1925;;;;;;;
276436;1;8;1;ACOUGUE SANTA LUZIA;8;20060424;1;;;19830831;4722901;;RUA;ROSA GUIMARAES;76;;CENTRO;75960000;GO;9645;;;;;;;
278646;1;35;1;;8;20081231;71;;;19941101;1412601;1412603;RUA;RODRIGO M BARROS;40;;JD METROPOLITANO;8210040;SP;7107;;;;;;;
279233;1;75;1;HD CENTER PARAFUSOS;8;20050713;1;;;19941103;4774100;;RUA;NEREU RAMOS;22;;CENTRO;88240000;SC;8321;;;;;;;
279969;1;43;1;;8;20081027;54;;;19941101;5611201;;AVENIDA;ERNESTO VILELA;645;;NOVA RUSSIA;84070000;PR;7777;;;;;;;
282680;1;83;1;MATERIAL DE LIMPEZA E PERFUMARIA GENTILPE;4;20210422;63;;;19941107;2063100;;RUA;DO ASFALTO;SN;;CENTRO;47350000;BA;3903;;;;;;;
285256;1;92;1;VETERINARIA SAO FRANCISCO;8;19960531;1;;;19941101;4774100;;RUA;JOAO BARBOSA MENDES;S/N;TERM. RODOV. LJ 05;CENTRO;83800000;PR;7679;;;;;;;
287536;1;30;1;;8;20190507;1;;;19941018;4623109;;RUA;FREI J DA GRACA;299;;PQ ESMERALDA;5760090;SP;7107;;;;;;;
290634;1;26;1;;8;20000406;1;;;19941110;4930202;;;LH HUMAITA;S/N;;CENTRO;89890000;SC;8091;;;;;;;
293243;1;65;1;;4;20190104;63;;;19941109;4789099;;RUA;15 DE NOVEMBRO;945;;CENTRO;18270010;SP;7181;;;;;;;
296288;1;93;1;;8;20081231;71;;;19941019;4330402;;RUA;AREIAO;80;;VL SANTO ESTEVAO;3410020;SP;7107;;;;;;;
299559;1;64;1;;8;20081231;71;;;19941111;4781400;;RUA;ARGENTINA;82;LOJA 17;ENSEADA;11440370;SP;6475;;;;;;;
309510;1;45;1;LIVRARIA E PAPELARIA RAMOS TEIXEIRA;4;20181025;63;;;19941122;4761002;;RUA;OSVALDO GODILHO;380;;SAO CRISTOVAO;41510010;BA;3849;;;;;;;
310728;1;10;1;SUPERMERCADOS DESTAC;4;20181128;63;;;19941122;4711302;;RUA;IMBUIA;12;LJ B;JOSE DE ANCHIETA;29162182;ES;5699;;;;;;;
311192;1;57;1;M BRASIL;2;20051103;0;;;19941121;4781400;;RUA;BERALDO MARCONDES;36;"CASA: 1;";SAO MIGUEL PAULISTA;8010070;SP;7107;11;20377066;;;;;
314572;1;45;1;VITA PLASTIC INDUSTRIA E COMERCIO ARTEFATOS PLASTICOS;4;20210305;63;;;19941122;4759899;;RUA;ANTONIO PEREIRA;82;;VILA OLINDA;3379100;SP;7107;11;22735054;;;;;legal@jmscontabilidade.com.br
317762;1;16;1;MERCADINHO JUREMA;8;20081231;71;;;19941129;4712100;;RUA;MONSENHOR TABOSA;120;;BOA VIAGEM;51160080;PE;2531;;;;;;;
317983;1;94;1;BICICLETARIA COLINA;8;20051219;1;;;19941116;4763603;;RUA;JACARANDAS;263;A;ALTO DA COLINA;38703652;MG;4959;;;;;;;
318927;1;74;1;;4;20180906;63;;;19941129;5611203;;AVENIDA;DO IMPERADOR;757;A;CENTRO;60015051;CE;1389;;;;;;;
320015;1;37;1;LAVA JATO CARIBE;8;20081231;71;;;19941124;4520001;4520002,4520003,4520004;RUA;COMISSARIO O DE QUEIROZ;541;;JARDIM DA PENHA;29027080;ES;5705;;;;;;;
325471;1;70;1;;8;20110701;54;;;19941201;4520001;4520002,4520003,4520004;AVENIDA;PRESIDENTE KENNEDY;365;;CONTORNO;84060000;PR;7777;;;;;;;
328420;1;0;1;SO VERDURAS;8;20081231;71;;;19941205;4729601;;RUA;FREI PEDRO;S/N;ESQ.MARIA C.FREITAS;JARDIM AMERICA;79500000;MS;9125;;;;;;;
329607;1;10;1;;8;20081231;71;;;19720807;8888888;;;QNN  19 CONJUNTO F LOTE;10;;CEILANDIA;72237100;DF;9701;;;;;;;
330299;1;42;1;;8;20081231;71;;;19941205;4774100;;RUA;CORONEL BRANDAO;9;;SAO CRISTOVAO;20920020;RJ;6001;;;;;;;
330706;1;11;1;;4;20181011;63;;;19941103;4729601;;RUA;ZACARIAS;2;;JACAREPAGUA;22740000;RJ;6001;;;;;;;
331440;1;21;1;OFICINA DE PIZZA;2;20050430;0;;;19941206;5611203;;RUA;JOAO CARVALHO;501;;ALDEOTA;60140140;CE;1389;;;;;;;
335442;1;99;1;;8;20081231;71;;;19941205;4729601;;AVENIDA;MARCELO MARCOLINO;530;C2;VL ASSIS BRASIL;9370730;SP;6689;;;;;;;
336508;1;65;1;;8;20081231;71;;;19941207;4530701;;RUA;ALMIRANTE TAMADARE;1556;;VILA NOVA;89035000;SC;8047;;;;;;;
338090;1;25;1;TOP-LU CONFECCOES;8;20081231;71;;;19941206;1412601;1412603;RUA;ALEXANDRE HERCULANO;201;;JD. UTINGA;9230750;SP;7057;;;;;;;
338091;1;70;1;JAMAIKA MODAS;8;20081231;71;;;19941205;4781400;;RUA;MARCILIO DIAS;27;;GONZAGA;11060210;SP;7071;;;;;;;
339782;1;98;1;;2;19990828;0;;;19940218;8112500;;RUA;DOMINGUES DE SA;224;;ICARAI;24220091;RJ;5865;;;;;;;
341504;1;75;1;FORT;8;20081231;71;;;19941213;4693100;4691500;RUA;MORAES BARROS;153;;CENTRO;13400350;SP;6875;;;;;;;
341802;1;65;1;;2;19990904;0;;;19941021;8112500;;RUA;PALOTINA;44;;VILA VALQUEIRE;21330230;RJ;6001;;;;;;;
